Date,City,BHK_Apartment,Building_Name,Prop_ID,Bedroom_Num,Bathroom_Num,Ownership_Type,Property_Type,Facing,Furnished,Property_Age,Area_SQFT,Price_per_SQFT,Sum of Price_SQFT,Sum of Total_Price
2017-10-09 00:00:00,Mumbai,4 BHK Flat,Sarvoday Symphony,U70761738,4,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,613,,500,306500
2021-01-20 00:00:00,Gurgaon,4 BHK Flat,Signature Global Grand IVA,Z71050286,4,4,Freehold,Residential Apartment,North-East,Unfurnished,5-10 Year Old Property,613,8478,8478,5197014
2017-08-21 00:00:00,Kolkata,4 BHK Flat,Atri Surya Toron,O71075792,4,5,Freehold,Residential Land,North,Furnished,Under Construction,613,,500,306500
2017-12-07 00:00:00,Mumbai,5 BHK Flat,Dosti West County,Z70737778,5,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,613,,500,306500
2018-08-10 00:00:00,Kolkata,1 BHK Flat,Riya Oxford Square,F69523016,1,1,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,614,,500,307000
2019-08-14 00:00:00,Mumbai,2 BHK Flat,Acme Oasis,F70615078,2,1,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,614,,500,307000
2017-07-17 00:00:00,Mumbai,2 BHK Flat,Laxmi Darshan Chs,E70292816,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,614,,500,307000
2018-07-12 00:00:00,Kolkata,2 BHK Flat,Riya Oxford Square,D68826606,2,1,Freehold,Residential Land,North-East,Unfurnished,1-5 Year Old Property,614,,500,307000
2019-08-20 00:00:00,Mumbai,2 BHK Flat,Sai Sahawas CHS,B69048550,2,1,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,614,,500,307000
2018-05-03 00:00:00,Mumbai,5 BHK Flat,Neelkanth Vishwa,H70657504,5,2,Co-operative Society,Residential Apartment,East,Unfurnished,0-1 Year Old Property,614,,500,307000
2017-06-26 00:00:00,Mumbai,3 BHK Flat,Cosmos Classique,B70737644,3,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,614,,500,307000
2017-11-30 00:00:00,Kolkata,5 BHK Flat,PARUL APARTMENT,S70726010,5,5,Freehold,Residential Land,South,Unfurnished,1-5 Year Old Property,614,,500,307000
2017-11-09 00:00:00,Mumbai,1 BHK Flat,Hiranandani Zen Maple,R70924686,1,1,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,615,,500,307500
2019-05-15 00:00:00,Mumbai,1 BHK Flat,Lodha New Cuffe Parade,H70441916,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,615,,500,307500
2017-06-29 00:00:00,Kolkata,1 BHK Flat,Magnolia City,U36279707,1,1,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,615,,500,307500
2017-09-18 00:00:00,Kolkata,1 BHK Flat,Magnolia City,J53080750,1,1,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,615,,500,307500
2019-02-22 00:00:00,Mumbai,1 BHK Flat,MAHAVIR PRESIDENTIAL,N69964812,1,1,Leasehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,615,,500,307500
2018-03-07 00:00:00,Kolkata,1 BHK Flat,Merlin RISE,H71337720,1,1,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2018-03-23 00:00:00,Kolkata,1 BHK Flat,Merlin RISE,V71368092,1,1,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2018-03-29 00:00:00,Kolkata,1 BHK Flat,Merlin RISE,G70946774,1,1,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2017-12-07 00:00:00,Mumbai,1 BHK Flat,On Request,V70401422,1,1,Co-operative Society,Residential Apartment,North-East,Unfurnished,0-1 Year Old Property,615,,500,307500
2019-01-19 00:00:00,Mumbai,1 BHK Flat,Shankeshwar Nagar CHS,K64575586,1,1,Co-operative Society,Residential Apartment,North,Semifurnished,0-1 Year Old Property,615,,500,307500
2017-06-13 00:00:00,Mumbai,1 BHK Flat,Transcon Sheth Auris Bliss,E69904300,1,1,Co-operative Society,Residential Apartment,North,Semifurnished,0-1 Year Old Property,615,,500,307500
2019-06-29 00:00:00,Mumbai,2 BHK Flat,DSS Mahavir Classik,V51017318,2,1,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,615,,500,307500
2018-08-19 00:00:00,Kolkata,2 BHK Flat,Magnolia City,W66541756,2,1,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,615,,500,307500
2017-10-20 00:00:00,Kolkata,2 BHK Flat,Merlin RISE,Z71420764,2,1,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2017-11-27 00:00:00,Kolkata,2 BHK Flat,Merlin RISE,K71394798,2,1,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2018-05-10 00:00:00,Kolkata,2 BHK Flat,Merlin RISE,Z71118414,2,1,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2019-08-21 00:00:00,Mumbai,2 BHK Flat,Mitasu Arcenciel,L68594414,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,615,,500,307500
2018-03-19 00:00:00,Mumbai,2 BHK Flat,Vighnaharta paradise,X70178808,2,1,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,615,,500,307500
2017-06-01 00:00:00,Kolkata,3 BHK Flat,Merlin RISE,O71388964,3,2,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2017-11-17 00:00:00,Kolkata,3 BHK Flat,Rajdanga,G71251554,3,2,Freehold,Residential Land,North,Unfurnished,Under Construction,615,,500,307500
2017-07-28 00:00:00,Mumbai,3 BHK Flat,Vastu Sasalya,A70985626,3,2,Co-operative Society,Residential Apartment,West,Semifurnished,0-1 Year Old Property,615,,500,307500
2018-08-16 00:00:00,Kolkata,4 BHK Flat,Magnolia City,D63082872,4,2,Freehold,Residential Land,East,Unfurnished,1-5 Year Old Property,615,,500,307500
2019-05-16 00:00:00,Mumbai,4 BHK Flat,Mitasu Arcenciel,V68623144,4,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,615,,500,307500
2017-12-12 00:00:00,Mumbai,5 BHK Flat,Kalp Nisarg,I70345802,5,2,Co-operative Society,Residential Apartment,North-East,Unfurnished,0-1 Year Old Property,615,,500,307500
2017-03-16 00:00:00,Kolkata,5 BHK Flat,Merlin RISE,H71113330,5,2,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2018-05-09 00:00:00,Kolkata,5 BHK Flat,Merlin RISE,T71019946,5,2,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2017-05-22 00:00:00,Kolkata,3 BHK Flat,Merlin RISE,X70983020,3,3,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2018-02-15 00:00:00,Mumbai,3 BHK Flat,Raymond Realty Ten X Era,M70499700,3,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,615,,500,307500
2017-02-14 00:00:00,Mumbai,4 BHK Flat,Hiranandani Sorrento,D69393014,4,3,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,615,,500,307500
2019-02-12 00:00:00,Mumbai,4 BHK Flat,Hubtown Greenwood,G70559936,4,3,Leasehold,Residential Apartment,West,Furnished,0-1 Year Old Property,615,,500,307500
2018-04-30 00:00:00,Kolkata,5 BHK Flat,Magnolia City,W65534094,5,3,Freehold,Residential Land,North,Unfurnished,5-10 Year Old Property,615,,500,307500
2017-05-24 00:00:00,Kolkata,5 BHK Flat,Riya Oxford Square,S69027056,5,3,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,615,,500,307500
2018-04-26 00:00:00,Mumbai,3 BHK Flat,Raunak City 2,P70764180,3,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,615,,500,307500
2017-03-09 00:00:00,Kolkata,5 BHK Flat,Joyville Western Height,K71212918,5,4,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2017-11-03 00:00:00,Kolkata,5 BHK Flat,Merlin RISE,Z71298072,5,4,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2018-07-03 00:00:00,Kolkata,4 BHK Flat,Magnolia City,M66521686,4,5,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,615,,500,307500
2017-06-07 00:00:00,Kolkata,5 BHK Flat,Merlin RISE,J71105416,5,5,Freehold,Residential Land,North,Furnished,Under Construction,615,,500,307500
2018-08-10 00:00:00,Kolkata,5 BHK Flat,Reliable Rabindra Bhawan,R70459478,5,5,Freehold,Residential Land,North-East,Unfurnished,0-1 Year Old Property,615,,500,307500
2017-11-23 00:00:00,Mumbai,3 BHK Flat,HAWRE ERAWAH IPSA,B70164036,3,3,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,616,,500,308000
2019-07-19 00:00:00,Mumbai,5 BHK Flat,DVK El Mejor,K68863486,5,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,616,,500,308000
2018-01-16 00:00:00,Kolkata,3 BHK Flat,Eden Meghbalika,P71398696,3,5,Freehold,Residential Land,North,Furnished,0-1 Year Old Property,616,,500,308000
2017-07-27 00:00:00,Mumbai,5 BHK Flat,Patel Signature,F70846208,5,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,616,,500,308000
2018-06-19 00:00:00,Mumbai,1 BHK Flat,SKG Sangam,J70892034,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,617,,500,308500
2017-10-20 00:00:00,Mumbai,5 BHK Flat,Vishnu Om Maitri Icon,F70761814,5,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,617,,500,308500
2019-07-09 00:00:00,Mumbai,3 BHK Flat,Deep Sky,C69682032,3,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,617,,500,308500
2019-06-11 00:00:00,Mumbai,3 BHK Flat,Lodha Bellagio,O70610422,3,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,617,,500,308500
2019-07-24 00:00:00,Mumbai,3 BHK Flat,Morya Sports City,Z70725396,3,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,617,,500,308500
2018-01-05 00:00:00,Mumbai,4 BHK Flat,Siddharth Riverwood Park,R70711000,4,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,617,,500,308500
2018-08-13 00:00:00,Mumbai,4 BHK Flat,Kanakia Zen World,A70064032,4,5,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,617,,500,308500
2017-11-29 00:00:00,Mumbai,3 BHK Flat,Shirke Parijat Hill View,W70668342,3,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,619,,500,309500
2019-08-28 00:00:00,Mumbai,3 BHK Flat,Godrej Ascend,S70751678,3,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,619,,500,309500
2017-11-29 00:00:00,Kolkata,3 BHK Flat,Urban Greens Phase 2,E71428776,3,3,Freehold,Residential Land,North,Furnished,Under Construction,619,,500,309500
2018-07-24 00:00:00,Kolkata,3 BHK Flat,Urban Greens Phase 2,F71075718,3,3,Freehold,Residential Land,North,Furnished,Under Construction,619,,500,309500
2017-05-24 00:00:00,Kolkata,4 BHK Flat,Urban Greens Phase 2,H71355252,4,4,Freehold,Residential Land,North,Furnished,Under Construction,619,,500,309500
2018-07-31 00:00:00,Kolkata,3 BHK Flat,Urban Greens Phase 2,E71212488,3,5,Freehold,Residential Land,North,Furnished,Under Construction,619,,500,309500
2019-07-24 00:00:00,Mumbai,1 BHK Flat,Balaji Ambar Vaastu,R70741548,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,620,,500,310000
2019-08-08 00:00:00,Mumbai,1 BHK Flat,Hiranandani Highland,F70072238,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,620,,500,310000
2017-03-09 00:00:00,Kolkata,1 BHK Flat,New Life,G69755352,1,1,Freehold,Residential Land,North,Unfurnished,0-1 Year Old Property,620,,500,310000
2018-02-21 00:00:00,Mumbai,1 BHK Flat,Saibaba CHS,D67621214,1,1,Freehold,Residential Apartment,South,Furnished,0-1 Year Old Property,620,,500,310000
2017-12-20 00:00:00,Gurgaon,1 BHK Flat,Signature Global Orchard Avenue 2,T64653912,1,1,Freehold,Residential Apartment,East,Semifurnished,Under Construction,620,7415,7415,4597300
2019-08-20 00:00:00,Mumbai,1 BHK Flat,"Vaishanvi Apartment, Sector-9,Airoli,Navi Mumbai",I68938146,1,1,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,620,,500,310000
2017-03-30 00:00:00,Mumbai,2 BHK Flat,Godrej Urban Park,N68796694,2,1,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,620,,500,310000
2018-08-22 00:00:00,Mumbai,2 BHK Flat,Haware Citi,A70477172,2,1,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,620,,500,310000
2019-04-19 00:00:00,Mumbai,2 BHK Flat,Kavya Residency,N70625516,2,1,Co-operative Society,Residential Apartment,North,Semifurnished,0-1 Year Old Property,620,,500,310000
2018-05-14 00:00:00,Kolkata,2 BHK Flat,On Request,I70725876,2,1,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,620,,500,310000
2018-02-01 00:00:00,Mumbai,2 BHK Flat,SK Imperial Garden,D70660560,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,620,,500,310000
2019-03-21 00:00:00,Mumbai,3 BHK Flat,Unique Greens,P70216542,3,2,Leasehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,620,,500,310000
2018-01-09 00:00:00,Kolkata,4 BHK Flat,Jeevan Niwas,G69921686,4,2,Freehold,Residential Land,South,Semifurnished,10+ Year Old Property,620,,500,310000
2019-03-13 00:00:00,Mumbai,4 BHK Flat,Garden Estate Ruby CHS,M69681750,4,3,Freehold,Residential Apartment,North-West,Semifurnished,0-1 Year Old Property,620,,500,310000
2019-01-18 00:00:00,Mumbai,4 BHK Flat,Hiranandani Zen Maple,H70400180,4,3,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,620,,500,310000
2018-08-07 00:00:00,Mumbai,5 BHK Flat,Lodha Splendora,G71018130,5,3,Leasehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,620,,500,310000
2017-12-27 00:00:00,Mumbai,5 BHK Flat,One Hiranandani Park,D70236006,5,3,Freehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,620,,500,310000
2018-03-19 00:00:00,Kolkata,5 BHK Flat,Solaris City Serampore,M71245262,5,3,Freehold,Residential Land,North,Furnished,Under Construction,620,,500,310000
2018-05-23 00:00:00,Kolkata,3 BHK Flat,baghajatin,T70048574,3,4,Leasehold,Residential Land,North,Unfurnished,1-5 Year Old Property,620,,500,310000
2018-05-09 00:00:00,Kolkata,3 BHK Flat,bidya 1,P70421434,3,4,Freehold,Residential Land,East,Furnished,1-5 Year Old Property,620,,500,310000
2022-12-10 00:00:00,Hyderabad,4 BHK Flat,On Request,M70619584,4,4,Leasehold,Residential Apartment,East,Furnished,1-5 Year Old Property,620,,500,310000
2019-06-20 00:00:00,Mumbai,5 BHK Flat,Nestaway-268528,Z70534508,5,4,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,620,,500,310000
2019-07-24 00:00:00,Mumbai,3 BHK Flat,"Hari Om CHS, Andheri East",Y70751944,3,5,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,620,,500,310000
2022-08-29 00:00:00,Hyderabad,3 BHK Flat,On Request,X65476852,3,5,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,620,,500,310000
2019-08-02 00:00:00,Mumbai,3 BHK Flat,SK Imperial Garden,E69630106,3,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,620,,500,310000
2018-08-14 00:00:00,Kolkata,4 BHK Flat,Solaris City Serampore,N71420864,4,5,Freehold,Residential Land,North,Furnished,Under Construction,620,,500,310000
2018-01-22 00:00:00,Kolkata,4 BHK Flat,Swayam City,P71006012,4,5,Freehold,Residential Land,North,Furnished,Under Construction,620,,500,310000
2019-04-27 00:00:00,Mumbai,5 BHK Flat,Kalpana Park,Q68942116,5,5,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,620,,500,310000
2019-06-29 00:00:00,Mumbai,5 BHK Flat,Zolo Kanishka - 1 & 2 Sharing Gents PG,H45627841,5,5,Leasehold,Serviced Apartments,North-West,Furnished,0-1 Year Old Property,620,,500,310000
2019-04-03 00:00:00,Mumbai,1 BHK Flat,Bhoomi Lawns,I69750332,1,1,Freehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,621,,500,310500
2017-11-06 00:00:00,Mumbai,5 BHK Flat,Urban crown,W70349392,5,5,Freehold,Residential Apartment,West,Unfurnished,0-1 Year Old Property,621,,500,310500
2017-06-12 00:00:00,Mumbai,1 BHK Flat,Nivasti Avisaa,M70216750,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,622,,500,311000
2018-02-20 00:00:00,Mumbai,2 BHK Flat,Classic Harmony,A69822348,2,1,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,622,,500,311000
2017-08-16 00:00:00,Mumbai,5 BHK Flat,Runwal Bliss,I70720602,5,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,622,,500,311000
2019-07-26 00:00:00,Mumbai,2 BHK Flat,Sam Bhoomi LIFE 1,C68228100,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,623,,500,311500
2019-03-09 00:00:00,Mumbai,1 BHK Flat,Puraniks Royale,W66432744,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2019-05-08 00:00:00,Mumbai,2 BHK Flat,Dynamix Luma,B70583584,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2017-11-28 00:00:00,Kolkata,4 BHK Flat,Merlin Gangotri,E71138694,4,2,Freehold,Residential Land,North-East,Unfurnished,0-1 Year Old Property,624,,500,312000
2017-03-24 00:00:00,Mumbai,5 BHK Flat,Raheja Solaris,N70762060,5,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2019-06-15 00:00:00,Mumbai,5 BHK Flat,Raheja Solaris,C71012416,5,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2019-05-11 00:00:00,Mumbai,3 BHK Flat,Raheja Solaris,D67665758,3,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2017-11-21 00:00:00,Mumbai,4 BHK Flat,Dynamix Luma,R70498890,4,4,Freehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,624,,500,312000
2019-05-21 00:00:00,Mumbai,4 BHK Flat,Dynamix Luma,Z70535658,4,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2018-08-03 00:00:00,Mumbai,4 BHK Flat,Raheja Solaris,T70542660,4,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2018-08-12 00:00:00,Mumbai,5 BHK Flat,Dynamix Luma,P70709122,5,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2019-07-27 00:00:00,Mumbai,5 BHK Flat,Dynamix Luma,N70687358,5,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2018-07-10 00:00:00,Mumbai,5 BHK Flat,Raheja Solaris,C70846486,5,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,624,,500,312000
2019-03-13 00:00:00,Mumbai,4 BHK Flat,Navnath Adinarayan Co Operative Housing Society,P69078330,4,5,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,624,,500,312000
2018-01-29 00:00:00,Mumbai,1 BHK Flat,Hiranandani Gardens Cypress,N70815350,1,1,Freehold,Residential Apartment,East,Furnished,0-1 Year Old Property,625,,500,312500
2019-05-07 00:00:00,Mumbai,1 BHK Flat,On Request,P70197292,1,1,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,625,,500,312500
2019-09-20 00:00:00,Gurgaon,1 BHK Flat,Pyramid Urban Homes 2,U68778074,1,1,Freehold,Residential Apartment,North-East,Semifurnished,1-5 Year Old Property,625,6400,6400,4000000
2017-06-28 00:00:00,Mumbai,1 BHK Flat,Sai Udyan,O70151142,1,1,Co-operative Society,Residential Apartment,East,Unfurnished,0-1 Year Old Property,625,,500,312500
2019-02-09 00:00:00,Mumbai,1 BHK Flat,shubh vastu Sector 5E,M69172654,1,1,Freehold,Independent/Builder Floor,North,Furnished,0-1 Year Old Property,625,,500,312500
2017-04-17 00:00:00,Kolkata,2 BHK Flat,Madhuri Niketan,M70716372,2,1,Freehold,Residential Land,East,Unfurnished,1-5 Year Old Property,625,,500,312500
2017-11-30 00:00:00,Mumbai,2 BHK Flat,PNK Imperial Heights,M70049698,2,1,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,625,,500,312500
2017-11-17 00:00:00,Kolkata,2 BHK Flat,"Shiv apartment, Brombopur",Y71294394,2,1,Freehold,Residential Land,South-West,Unfurnished,1-5 Year Old Property,625,,500,312500
2017-08-28 00:00:00,Mumbai,4 BHK Flat,Kabra Happy Valley,J42811091,4,2,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,625,,500,312500
2018-02-12 00:00:00,Mumbai,5 BHK Flat,Omkar Ananta,U69907902,5,2,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,625,,500,312500
2018-02-16 00:00:00,Mumbai,5 BHK Flat,spece plaza,E65958926,5,2,Co-operative Society,Residential Apartment,East,Semifurnished,0-1 Year Old Property,625,,500,312500
2018-02-14 00:00:00,Mumbai,3 BHK Flat,Crescent Silver Woods,K70054660,3,3,Freehold,Residential Apartment,North-East,Unfurnished,0-1 Year Old Property,625,,500,312500
